Term,Course Number,Course Title,Professor,Grade,Grade Count,Total Enrolled
202201,Computer Science 6999,Master's Project,"Meruvia-Pastor, Oscar",B,,
202201,Data Science 6601,Pract Machine Learning,"Hamilton, Matthew John",A,13,17
202201,Data Science 6601,Pract Machine Learning,"Hamilton, Matthew John",B,4,17
202201,Data Science 6607,Prgm Data Anlys Python & R,"Hatefi, Armin",A,14,15
202201,Data Science 6607,Prgm Data Anlys Python & R,"Hatefi, Armin",B,1,15
202201,Earth Sciences 6105,Adv Field Course Applied Geoph,"Leitch, Alison",A,,
202201,Earth Sciences 6120,Kinematic Model Plate Tect,"Welford, J Kim",A,,
202201,Earth Sciences 6921,"Wave Equa Mod,Prcess&lnver Alg","Malcolm, Alison",A,,
202201,Earth Sciences 6930,Seafloor Hydrotherm Processes,"Jamieson, John W",A,,
202201,Earth Sciences 6942,Tectonics & Crustal Evolution,"Welford, J Kim",A,,
202201,Earth Sciences 6943,Field Stds in Orogenic Belts,"Indares, Aphrodite-Daphn",A,,
202201,Earth Sciences 6956,Appl of Petrochronology,"Thiessen, Eric",A,,
202201,Earth Sciences 6971, Siliciclastic Rocks,"Lowe, David George",A,,
202201,Economics 6000,Adv Micro-Econ Theory,"Messacar, Derek",A,,
202201,Economics 6000,Adv Micro-Econ Theory,"Messacar, Derek",B,,
202201,Economics 6001,Adv Macro-Econ Theory,"Chu, Kam Hon",B,,
202201,Economics 6002,Econometrics,"Messacar, Derek",A,,
202201,Economics 6002,Econometrics,"Messacar, Derek",B,,
202201,Economics 6009,Graduate Seminar,"Martinez-Espineira, Roberto",A,,
202201,Economics 6009,Graduate Seminar,"Martinez-Espineira, Roberto",B,,
202201,Economics 6030,Labour Market Economics,"Gambin, Lynn Maria",A,16,28
202201,Economics 6030,Labour Market Economics,"Gambin, Lynn Maria",B,11,28
202201,Economics 6030,Labour Market Economics,"Gambin, Lynn Maria",F,1,28
202201,Education 6100,Rsrch Dsgn & Mthd/Educ,"Coombs, Andrew James",A,18,19
202201,Education 6100,Rsrch Dsgn & Mthd/Educ,"Coombs, Andrew James",F,1,19
202201,Education 6100,Rsrch Dsgn & Mthd/Educ,"White, Gerald Joseph",A,12,16
202201,Education 6100,Rsrch Dsgn & Mthd/Educ,"White, Gerald Joseph",B,4,16
202201,Education 6100,Rsrch Dsgn & Mthd/Educ,"White, Gerald Joseph",A,11,16
202201,Education 6100,Rsrch Dsgn & Mthd/Educ,"White, Gerald Joseph",B,5,16
202201,Education 6100,Rsrch Dsgn & Mthd/Educ,"Coombs, Andrew James",A,8,12
202201,Education 6100,Rsrch Dsgn & Mthd/Educ,"Coombs, Andrew James",B,3,12
202201,Education 6100,Rsrch Dsgn & Mthd/Educ,"Coombs, Andrew James",C,,
202201,Education 6106,Popular Cult & Literacy Ed,"Morrison, Connie",A,18,18
202201,Education 6106,Popular Cult & Literacy Ed,"Morrison, Connie",A,18,19
202201,Education 6106,Popular Cult & Literacy Ed,"Morrison, Connie",C,1,19
202201,Education 6108,Lit&Lang Ed:Sociocult Perspect Gilbert,"Mulcahy, Barbara Lynn",A,19,19
202201,Education 6203,Leadership: Thry & Prctce,"Anderson, Kirk",A,16,18
202201,Education 6203,Leadership: Thry & Prctce,"Anderson, Kirk",B,1,18
202201,Education 6203,Leadership: Thry & Prctce,"Anderson, Kirk",F,1,18
202201,Education 6203,Leadership: Thry & Prctce,"Murray, Susan Elizabeth",A,17,18
202201,Education 6203,Leadership: Thry & Prctce,"Murray, Susan Elizabeth",F,1,18
202201,Education 6204,Educ Admin: Theory&Practice,"Delaney, Jerome",A,20,20
202201,Education 6204,Educ Admin: Theory&Practice,"Hurley, Noel P.",A,16,18
202201,Education 6204,Educ Admin: Theory&Practice,"Hurley, Noel P.",F,2,18
202201,Education 6205,Education/Policy:Theory&Pract,"Hurley, Noel P.",A,17,18
202201,Education 6205,Education/Policy:Theory&Pract,"Hurley, Noel P.",B,1,18
202201,Education 6205,Education/Policy:Theory&Pract,"Wakeham, Margaret",A,16,17
202201,Education 6205,Education/Policy:Theory&Pract,"Wakeham, Margaret",B,1,17
202201,Education 6290,Rsch & Dvip Sem Educ Leadshp,"Harris, Gregory",A,8,18
202201,Education 6290,Rsch & Dvip Sem Educ Leadshp,"Harris, Gregory",B,7,18
202201,Education 6290,Rsch & Dvip Sem Educ Leadshp,"Harris, Gregory",C,1,18
202201,Education 6290,Rsch & Dvip Sem Educ Leadshp,"Harris, Gregory",F,1,18
202201,Education 6293,Paper Folio Ed Lead Studies,"Hurley, Noel P.",PASS,,
202201,Education 6300,Teaching and Learning,"Coombs, Andrew James",A,17,17
202201,Education 6300,Teaching and Learning,"Morrison, Connie",A,21,21
202201,Education 6321,Supervisory Processes Educ,"Anderson, Kirk",A,17,18
202201,Education 6321,Supervisory Processes Educ,"Anderson, Kirk",F,1,18
202201,Education 6335,Legal Fndtns Ed Admin,"Delaney, Jerome",A,,
202201,Education 6335,Legal Fndtns Ed Admin,"Wakeham, Margaret",A,13,13
202201,Education 6390,Rsrch&Devl Sem Teach&Learn Std,"Harris, Gregory",A,13,19
202201,Education 6390,Rsrch&Devl Sem Teach&Learn Std,"Harris, Gregory",B,6,19
202201,Education 6392,Project Curr Tch/Lrn Studies,"Redmond, Leslie Megan",PASS,,
202201,Education 6392,Project Curr Tch/Lrn Studies,"Burke, Anne",PASS,,
202201,Education 6392,Project Curr Tch/Lrn Studies,"Buley, David",PASS,,
202201,Education 6392,Project Curr Tch/Lrn Studies,"Redmond, Leslie Megan",PASS,,
202201,Education 6394,Biograph Explor Teach&Learning,"McLeod, Heather",A,,
202201,Education 6420,Eth Iss&Per Ed Prac&Plcy,"Johnston, Scott",B,9,16
202201,Education 6420,Eth Iss&Per Ed Prac&Plcy,"Johnston, Scott",F,7,16
202201,Education 6427,School-Community Prtnrsp,"Pozeg, Robert Anthony",A,17,20
202201,Education 6427,School-Community Prtnrsp,"Pozeg, Robert Anthony",B,3,20
202201,Education 6427,School-Community Prtnrsp,"Neville, Rose Marie Elizabeth",A,19,20
202201,Education 6427,School-Community Prtnrsp,"Neville, Rose Marie Elizabeth",B,1,20
202201,Education 6427,School-Community Prtnrsp,"Neville, Rose Marie Elizabeth",A,18,20
202201,Education 6427,School-Community Prtnrsp,"Neville, Rose Marie Elizabeth",B,2,20
202201,Education 6440,Fmly Sch Ritns:Lead&Pol Implic,"Neville, Rose Marie Elizabeth",A,,
202201,Education 6440,Fmly Sch Ritns:Lead&Pol Implic,"Neville, Rose Marie Elizabeth",B,,
202201,Education 6461,Graduate Research Writing,"Badenhorst, Cecile",A,20,21
202201,Education 6461,Graduate Research Writing,"Badenhorst, Cecile",B,1,21
202201,Education 6463,Rethinking Educational Engage,"Webb, Jessica Leigh",A,,
202201,Education 6463,Rethinking Educational Engage,"Webb, Jessica Leigh",B,,
202201,Education 6465,Sch Violence:Lead/Plcy Impl,"Pozeg, Robert Anthony",A,10,15
202201,Education 6465,Sch Violence:Lead/Plcy Impl,"Pozeg, Robert Anthony",B,5,15
202201,Education 6465,Sch Violence:Lead/Plcy Impl,"Bennett, Tyson",A,17,17
202201,Education 6465,Sch Violence:Lead/Plcy Impl,"Bennett, Tyson",A,16,16
202201,Education 6467,Quantitative Research Methods,"Coombs, Andrew James",A,,
202201,Education 6467,Quantitative Research Methods,"Coombs, Andrew James",D,,
202201,Education 6472, Iss/Intervent Read/Dvlp/Inst,"Sinclair, Jeanne",A,12,12
202201,Education 6472, Iss/Intervent Read/Dvlp/Inst St.,"Croix, Norma Mary",A,21,22
202201,Education 6472, Iss/Intervent Read/Dvlp/Inst St.,"Croix, Norma Mary",B,1,22
202201,Education 6590,Rrsch&Dev Sem Info Tech Educ,"Harris, Gregory",A,,
202201,Education 6590,Rrsch&Dev Sem Info Tech Educ,"Harris, Gregory",B,,
202201,Education 6600,Learning & Motivation,"Seifert, Timothy",A,12,17
202201,Education 6600,Learning & Motivation,"Seifert, Timothy",B,5,17
202201,Education 6602,Curriculum Studies,"Mulcahy, Dennis",A,20,20
202201,Education 6602,Curriculum Studies,"Doyle, Clar P",A,18,18
202201,Education 6610,Rsrch Cmptrs Curriculum,"Moghaddam, Alireza",A,11,19
202201,Education 6610,Rsrch Cmptrs Curriculum,"Moghaddam, Alireza",B,7,19
202201,Education 6610,Rsrch Cmptrs Curriculum,"Moghaddam, Alireza",F,1,19
202201,Education 6620,Issues & Trends in Educ Tech,"Jamil, Sana",A,11,16
202201,Education 6620,Issues & Trends in Educ Tech,"Jamil, Sana",B,4,16
202201,Education 6620,Issues & Trends in Educ Tech,"Jamil, Sana",F,1,16
202201,Education 6630,Crtcl Issues Math Educ,"Stordy, Mary",A,15,15
202201,Education 6641,"Writing Prim,Elem,Sec Schools","Lunde, Anders",A,13,13
202201,Education 6649,Exploring Multiple Literacies,"Buley, Jan",A,,
202201,Education 6649,Exploring Multiple Literacies,"Buley, Jan",F,,
202201,Education 6653,Contemp Issues Science Educ,"Azam, Saiga",A,8,15
202201,Education 6653,Contemp Issues Science Educ,"Azam, Saiga",B,7,15
202201,Education 6664,Sem School Improvement,"Neville, Rose Marie Elizabeth",A,13,13
202201,Education 6671,Rsch Social Studies Ed,"Vaandering, Dorothy",A,8,14
202201,Education 6671,Rsch Social Studies Ed,"Vaandering, Dorothy",B,5,14
202201,Education 6675,Curr Issues In Rural Ed,"Anderson, Kirk",A,20,20
202201,Education 6802,Adult Learning and Development,"Curran, Vernon",A,14,14
202201,Education 6803,Research in Post-Secondary Ed,"Kirby, Dale",A,13,13
202201,Education 6804,Ldrshp & HRD in Post-Sec Ed,"Murray, Susan Elizabeth",A,14,14
202201,Education 6809,= Interntniztn Higher Educ,"Knutson, Sonja",A,8,13
202201,Education 6809,Interntniztn Higher Educ,"Knutson, Sonja",B,4,13
202201,Education 6809,= Interntniztn Higher Educ,"Knutson, Sonja",F,1,13
202201,Education 6832,Issues Trends Admin Post-Sec,"Dintoe, Seitebaleng Susan",A,13,14
202201,Education 6832,Issues Trends Admin Post-Sec,"Dintoe, Seitebaleng Susan",B,1,14
202201,Education 6890,Rsch & Dvip Sem Post-Sec Std,"Harris, Gregory",A,,
202201,Education 6890,Rsch & Dvip Sem Post-Sec Std,"Harris, Gregory",B,,
202201,Education 6891,Internship Post-Sec Educ,"Badenhorst, Cecile",PASS,,
202201,Education 6911,Multi-Age Ed: Introduction,"Saqlain, Nadeem",A,20,20
202201,Education 6911,Multiage Education: An Intro,"Saqlain, Nadeem",A,16,16
202201,Education 6927,Digital Game-based Learning,"Kennedy, Thomas Michael",A,16,17
202201,Education 6927,Digital Game-based Learning,"Kennedy, Thomas Michael",B,1,17
202201,Employment Relations 6020,Rsrch Sem Employment Ritns II,"Ghahremanlou, Davoud",A,29,29
202201,Employment Relations 6050,= Interper Skills Empl Relations,"Cooke, Gordon",A,15,25
202201,Employment Relations 6050,= Interper Skills Empl Relations,"Cooke, Gordon",B,10,25
202201,Engineering 9100,Engineering Graduate Seminar,"Elhaj, Murtada Abdein Ali",PASS,30,30
202201,Engineering 9113,Phase Bhv Petro Reservoir Flds,"James, Lesley Anne",A,11,31
202201,Engineering 9113,Phase Bhv Petro Reservoir Flds,"James, Lesley Anne",B,20,31
202201,Engineering 9115,Safety and Risk Engineering Taleb,"Berrouane, Mohammed",A,35,39
202201,Engineering 9115,Safety and Risk Engineering Taleb,"Berrouane, Mohammed",B,4,39
202201,Engineering 9117,Offshore Petro Geology & Tech,"Butt, Stephen Douglas",A,,
202201,Engineering 9117,Offshore Petro Geology & Tech,"Butt, Stephen Douglas",B,,
202201,Engineering 9118,Advanced Drilling Engineering,"Butt, Stephen Douglas",A,14,25
202201,Engineering 9118,Advanced Drilling Engineering,"Butt, Stephen Douglas",B,11,25
202201,Engineering 9155,Tech Writing for Grad Engineer,"Picco, Mark",B,1,18
202201,Engineering 9155,Tech Writing for Grad Engineer,"Picco, Mark",FAIL,1,18
202201,Engineering 9155,Tech Writing for Grad Engineer,"Picco, Mark",PASS,16,18
202201,Engineering 9155,Tech Writing for Grad Engineer,"Skanes, Victoria",FAIL,1,23
202201,Engineering 9155,Tech Writing for Grad Engineer,"Skanes, Victoria",PASS,22,23
202201,Engineering 9156,Special Tpcs in Oil & Gas Engi,"Hawboldt, Kelly Anne",A,,
202201,Engineering 9156,Special Tpcs in Oil & Gas Engi,"Hawboldt, Kelly Anne",B,,
202201,Engineering 9320,Adv Separation Processes,"Zhang, Yan",A,,
202201,Engineering 9320,Adv Separation Processes,"Zhang, Yan",B,,
202201,Engineering 9330,Abnorm Situat Mgmt Online Mont,"Imtiaz, Syed",A,10,24
202201,Engineering 9330,Abnorm Situat Mgmt Online Mont,"Imtiaz, Syed",B,14,24
202201,Engineering 9411,Probabilistic Methods in Engin,"Khan, Amir Ali",A,33,33
202201,Engineering 9420,Engineering Analysis,"Ibraheem, Latif Eyada",A,17,25
202201,Engineering 9420,Engineering Analysis,"lbraheem, Latif Eyada",B,7,25
202201,Engineering 9601,Envrnmnil Pollution&Mitigation,"Khan, Amir Ali",A,64,64
202201,Engineering 9625,Env Impacts Offshore Oil/Gas,"Bonnell, Stephen James",A,28,59
202201,Engineering 9625,Env Impacts Offshore Oil/Gas,"Bonnell, Stephen James",B,31,59
202201,Engineering 9627,Envrnmntl Systems Engin,"Song, Xing",A,60,61
202201,Engineering 9627,Envrnmntl Systems Engin,"Song, Xing",B,1,61
202201,Engineering 9629,Envrn Policy/Regulations,"Abdel-Razek, Abdel-Zaher K. A.",A,43,43
202201,Engineering 9818,Computer Software Foundations,"Karami, Ebrahim",A,43,65
202201,Engineering 9818,Computer Software Foundations,"Karami, Ebrahim",B,22,65
202201,Engineering 9819,Computer Hardware Foundations,"Karami, Ebrahim",A,25,45
202201,Engineering 9819,Computer Hardware Foundations,"Karami, Ebrahim",B,20,45
202201,Engineering 9853,Energy Economics & Policy,"Ghahremanlou, Davoud",A,62,62
202201,Engineering 9855,Energy and the Environment,"Bhouri, Maha",A,38,67
202201,Engineering 9855,Energy and the Environment,"Bhouri, Maha",B,25,67
202201,Engineering 9855,Energy and the Environment,"Bhouri, Maha",C,4,67
202201,Engineering 9856,Electrical Power Systems,"Jamil, Mohsin",A,28,54
202201,Engineering 9856,Electrical Power Systems,"Jamil, Mohsin",B,23,54
202201,Engineering 9856,Electrical Power Systems,"Jamil, Mohsin",C,2,54
202201,Engineering 9856,Electrical Power Systems,"Jamil, Mohsin",F,1,54
202201,Engineering 9858,Advanced Power Systems,"Khan, Ashraf Ali",A,40,60
202201,Engineering 9858,Advanced Power Systems,"Khan, Ashraf Ali",B,20,60
202201,Engineering 9863,Grid Integration Energy System,"Jamil, Mohsin",A,23,24
202201,Engineering 9863,Grid Integration Energy System,"Jamil, Mohsin",B,1,24
202201,Engineering 9872,Digital Communications,"Alnahhal, Ibrahim Osama",A,36,48
202201,Engineering 9872,Digital Communications,"Alnahhal, Ibrahim Osama",B,12,48
202201,Engineering 9876,Advanced Data Networks,"Li, Cheng",A,18,37
202201,Engineering 9876,Advanced Data Networks,"Li, Cheng",B,17,37
202201,Engineering 9876,Advanced Data Networks,"Li, Cheng",C,1,37
202201,Engineering 9876,Advanced Data Networks,"Li, Cheng",F,1,37
202201,Engineering 9985,Advanced Heat Transfer,"Bhouri, Maha",A,,
202201,Engineering 9985,Advanced Heat Transfer,"Bhouri, Maha",B,,
202201,Engineering 9985,Advanced Heat Transfer,"Bhouri, Maha",C,,
202201,English 7003,Trends Contmpry Critical Thry,"Farquharson, Danine",A,,
202201,English 7003,Trends Contmpry Critical Thry,"Farquharson, Danine",B,,
202201,English 7353,Genre Stud: Women's Travel Lit,"Legge, Valerie Evelyn",A,,
202201,English 7601,Period Stud: Global Renaiss,"Ormsby, Robert",A,,
202201,Environmental Policy 6000,Found Env Policy & Admin,"Klinke, Andreas Gerhard",A,5,12
202201,Environmental Policy 6000,Found Env Policy & Admin,"Klinke, Andreas Gerhard",B,7,12
202201,Environmental Policy 6002,Research Design/Methods,"Richards, Garrett",A,12,12
202201,Environmental Policy 6030,Internship,"Richards, Garrett",PASS,,
202201,Environmental Policy 6055,Envrnmntl Impact Assessment,"Ouellet-Dallaire, Camille",A,,
202201,Environmental Policy 6056,Risk Assessment/Analysis,"Klinke, Andreas Gerhard",B,,
202201,Environmental Science 6000,Environmental Science & Tech,"Trela, Piotr",A,9,16
202201,Environmental Science 6000,Environmental Science & Tech,"Trela, Piotr",B,7,16
202201,Environmental Science 6001,Earth & Ocean Systems,"Ziegler, Susan",A,,
202201,Environmental Science 6001,Earth & Ocean Systems,"Ziegler, Susan",B,,
202201,Environmental Science 6001,Earth & Ocean Systems,"Ziegler, Susan",F,,
202201,Environmental Science 6002,Env Chem & Toxicology,"Reader, Heather",A,,
202201,Environmental Science 6002,Env Chem & Toxicology,"Reader, Heather",F,,
202201,Fisheries Science 6000,Sci Comm for Fisheries,"Rowe, Sherrylynn",A,,
202201,Fisheries Science 6000,Sci Comm for Fisheries,"Rowe, Sherrylynn",B,,
202201,Fisheries Science 6001,"Ecol,Mgmt,Prac Nth Atl Fish","Rowe, Sherrylynn",A,9,11
202201,Fisheries Science 6001,"Ecol,Mgmt,Prac Nth Atl Fish","Rowe, Sherrylynn",B,2,11
202201,Fisheries Science 6002,"Data Collection,Mgmt& Display","Eddy, Tyler",A,,
202201,Folklore 6010,Survey Folklore Genres/Process,"Peretti, Daniel",A,,
202201,Folklore 6010,Survey Folklore Genres/Process,"Peretti, Daniel",B,,
202201,Folklore 6020,Field and Research Methods,"Totten, Kelley",A,,
202201,Folklore 6030,Folklore Theories,"Thorne, Cory W",A,,
202201,Folklore 6260,Ethnography of Communications,"Gordon, Sarah",A,,
202201,Folklore 6300,Ethnography of Belief,"Lesiv, Mariya",A,,
202201,Folklore 6730,Folklore And Gender,"Thorne, Cory W",A,,
202201,French 6009,Lit. Methodology & Theory II,"Basabose, Philippe",A,,
202201,French 6009,Lit. Methodology & Theory II,"Basabose, Philippe",B,,
202201,French 6800,Frncphne Lit:Theory & Practice,"Basabose, Philippe",A,,
202201,French 6800,Frncphne Lit:Theory & Practice,"Basabose, Philippe",B,,
202201,Gender Studies 6000,Feminist Theory,"Doonan, Christina",A,9,11
202201,Gender Studies 6000,Feminist Theory,"Doonan, Christina",B,2,11
202201,Gender Studies 6100,Fem Epistemlologies&Methodlgs,"Side, Katherine",A,,
202201,Gender Studies 6100,Fem Epistemlologies&Methodlgs,"Side, Katherine",B,,
202201,Geography 6000,Dvipmnt Geog Thght&Practice |,"Keeling, Arn",A,11,12
202201,Geography 6000,Dvlipmnt Geog Thght&Practice |,"Keeling, Arn",B,1,12
202201,Geography 6300,Problems in Fisheries Geog,"Chuenpagdee, Ratana",A,,
202201,Geography 6500,Cultural Geography,"Lepawsky, Josh",PASS,,
202201,History 6020,Adv Stds Hist Of U.S.,"Bregent-Heald, Dominique",A,,
202201,History 6075,Adv Stds Lab&Wrk Clas Hist,"O'Brien, Michael Joseph",A,,
202201,History 6150,Adv. Stds. Cultural history,"Kennedy, Neil",A,,
202201,History 6190,Theory and Method,"Korneski, Kurt J",A,,
202201,Human Kinetics and Recreation 6127,Activity over the Lifespan,"Loucks-Atkinson, Angela",A,30,33
202201,Human Kinetics and Recreation 6127,Activity over the Lifespan,"Loucks-Atkinson, Angela",B,2,33
202201,Human Kinetics and Recreation 6201,_ Fnd Sport Psyc/Mnitl Trn Tch,"Hancock, David",A,14,24
202201,Human Kinetics and Recreation 6201,_ Fnd Sport Psyc/Mntl Trn Tch,"Hancock, David",B,7,24
202201,Human Kinetics and Recreation 6201,_ Fnd Sport Psyc/Mnitl Trn Tch,"Hancock, David",C,,
202201,Human Kinetics and Recreation 6310,Exercise Physiology |,"Button, Duane",A,,
202201,Human Kinetics and Recreation 6310,Exercise Physiology |,"Button, Duane",C,,
202201,Human Kinetics and Recreation 6314,Graduate Seminar Series,"Button, Duane",PASS,18,18
